Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
139;Javonte Green;SG;29;CHI;6;0;17.5;2;4.3;0.462;0.3;1.7;0.2;1.7;2.7;0.625;0.5;1;1.2;0.857;0.7;2.2;2.8;1;1.7;0.8;0.3;2.3;5.3
140;Jeff Green;PF;36;DEN;6;0;20;3.2;6;0.528;0.7;1.5;0.444;2.5;4.5;0.556;0.583;2.5;3.2;0.789;1;2.3;3.3;1.5;0.7;0;0.3;2.2;9.5
141;Josh Green;SG;22;DAL;4;0;15;1.3;1.5;0.833;1;1.3;0.8;0.3;0.3;1;1.167;1;1.5;0.667;0.8;1.8;2.5;1;0.5;0.3;0.8;2.5;4.5
142;AJ Griffin;SF;19;ATL;2;0;6;3.5;5;0.7;2;3;0.667;1.5;2;0.75;0.9;0;0;0;0;0;0;0;1;0;0;1;9
143;Blake Griffin;PF;33;BOS;4;0;8.8;0.5;2;0.25;0.3;0.8;0.333;0.3;1.3;0.2;0.313;1.3;1.5;0.833;1.3;1.5;2.8;0.8;0.5;0;0.5;2;2.5
144;Rui Hachimura;PF;24;WAS;5;0;24;4.2;8.6;0.488;0.6;1.6;0.375;3.6;7;0.514;0.523;2;2.4;0.833;0.8;3.4;4.2;0.6;0;0.4;1.6;1;11
145;Tyrese Haliburton;PG;22;IND;6;6;33.5;8;15.7;0.511;2.5;5.8;0.429;5.5;9.8;0.559;0.59;4.5;4.8;0.931;1.2;2.7;3.8;10.3;1.3;0.2;3.2;1.3;23
146;R.J. Hampton;PG;21;ORL;5;0;13.8;0.8;2.6;0.308;0.2;0.6;0.333;0.6;2;0.3;0.346;1.6;1.8;0.889;0.4;1.2;1.6;1.6;0.8;0;0.6;1;3.4
147;Tim Hardaway Jr.;SG;30;DAL;3;0;27;4;11;0.364;2.3;6.3;0.368;1.7;4.7;0.357;0.47;4;4;1;0;2;2;1.3;0.3;0.7;1;1;14.3
148;James Harden;SG;33;PHI;6;6;37;7.5;15.8;0.474;2.5;6.8;0.366;5;9;0.556;0.553;5.2;5.5;0.939;0.8;6.7;7.5;8.7;0.8;1;2.7;2.3;22.7
149;Jaden Hardy;SG;20;DAL;1;0;6;0;3;0;0;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;2;0;0
150;Montrezl Harrell;C;29;PHI;6;0;9.2;0.8;1.5;0.556;0;0;0;0.8;1.5;0.556;0.556;1;1.5;0.667;0.3;0.5;0.8;0.3;0;0.5;0.5;0.8;2.7
151;Joe Harris;SG;31;BRK;3;0;20.3;1.7;5.7;0.294;1.3;4;0.333;0.3;1.7;0.2;0.412;0;0;0;1.3;2.3;3.7;2;0;0.3;0;2.3;4.7
152;Kevon Harris;SG;25;ORL;4;0;11.8;0.5;2.3;0.222;0;0.8;0;0.5;1.5;0.333;0.222;0.3;0.5;0.5;0;1.8;1.8;0.8;0.5;0;1;1.3;1.3
153;Tobias Harris;PF;30;PHI;6;6;32.3;5;11.3;0.441;2.3;6.2;0.378;2.7;5.2;0.516;0.544;0.3;0.5;0.667;1.2;5;6.2;2.5;1.3;0.5;0.7;2.5;12.7
154;Josh Hart;SG;27;POR;6;6;35.8;3.8;7.3;0.523;0.5;1.3;0.375;3.3;6;0.556;0.557;2.3;2.7;0.875;2.2;7;9.2;4;1.3;0.2;1.7;2;10.5
155;Isaiah Hartenstein;C;24;NYK;5;0;24.6;3.6;6.6;0.545;0.2;1.4;0.143;3.4;5.2;0.654;0.561;1.2;1.6;0.75;3.8;4;7.8;1.2;1;1;1.2;3;8.6
156;Udonis Haslem;PF;42;MIA;1;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0
157;Sam Hauser;PF;25;BOS;5;0;9.2;1.6;2.8;0.571;1.4;2.6;0.538;0.2;0.2;1;0.821;0.2;0.4;0.5;0.2;0.8;1;0.2;0.2;0;0.2;0.8;4.8
158;Jaxson Hayes;C;22;NOP;3;0;8;0;0.7;0;0;0.7;0;0;0;0;0;0;0.7;0;0;1;1;0.7;0;0;0.3;0.7;0
159;Killian Hayes;PG;21;DET;6;0;17;1;6;0.167;0.3;2.2;0.154;0.7;3.8;0.174;0.194;0.3;0.5;0.667;0.5;1.8;2.3;3.3;0.7;0.5;1.2;2.3;2.7
160;Gordon Hayward;SF;32;CHO;5;5;32.6;7.2;13.8;0.522;1.4;3.8;0.368;5.8;10;0.58;0.572;3.6;4.8;0.75;0.6;4.4;5;4.2;0.8;0.2;3.6;1;19.4
161;Juancho Hernangómez;PF;27;TOR;2;0;5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0.5;0;0.5;0.5;0
162;Willy Hernangómez;C;28;NOP;2;0;7;0.5;2.5;0.2;0;0.5;0;0.5;2;0.25;0.2;1;1;1;2;2.5;4.5;0.5;0;0;0.5;1;2
163;Tyler Herro;SG;23;MIA;6;6;32.2;6.3;14.5;0.437;2.2;6.7;0.325;4.2;7.8;0.532;0.511;2.7;3;0.889;0.5;6.7;7.2;3.3;0.5;0.3;1.8;2.3;17.5
164;Buddy Hield;SG;30;IND;6;6;27.5;6.2;13.3;0.463;4;9;0.444;2.2;4.3;0.5;0.613;0.8;1;0.833;1.3;3.8;5.2;3;0.3;0.3;1.7;2;17.2
165;Haywood Highsmith;SF;26;MIA;4;0;5.3;0.3;1.3;0.2;0;0.8;0;0.3;0.5;0.5;0.2;0;0;0;0;1;1;0;0.8;0;0.5;0.3;0.5
166;George Hill;PG;36;MIL;4;0;25.3;2.8;4.8;0.579;1;2.5;0.4;1.8;2.3;0.778;0.684;1.8;2.3;0.778;0.8;1.8;2.5;3;0.3;0;0.8;2.3;8.3
167;Malcolm Hill;SF;27;CHI;2;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0
168;Aaron Holiday;PG;26;ATL;5;0;18.4;2.6;5.2;0.5;0.8;1.4;0.571;1.8;3.8;0.474;0.577;1;1;1;0.6;0.6;1.2;1.4;1.2;0.4;1;1.8;7
169;Jrue Holiday;PG;32;MIL;4;4;34;5.3;16.8;0.313;1.5;5.5;0.273;3.8;11.3;0.333;0.358;2;2.3;0.889;1;4.3;5.3;7;1.5;1.3;2.3;2.5;14
170;Justin Holiday;SG;33;ATL;5;0;20.8;1.6;6.2;0.258;1;4.4;0.227;0.6;1.8;0.333;0.339;0;0;0;0;1;1;2.2;0.4;0.4;0.2;2.2;4.2
171;Richaun Holmes;PF;29;SAC;4;0;13;2;2.8;0.727;0;0;0;2;2.8;0.727;0.727;0.8;1;0.75;1.3;1.8;3;0;0.5;0.3;0.8;2.5;4.8
172;Al Horford;C;36;BOS;4;4;30.8;3.3;6.5;0.5;2.3;5;0.45;1;1.5;0.667;0.673;0;0;0;1;3.3;4.3;2;0;0.5;1;2.5;8.8
173;Talen Horton-Tucker;SG;22;UTA;6;0;17.3;3.2;8;0.396;0.7;3.3;0.2;2.5;4.7;0.536;0.438;0.8;1.2;0.714;0.7;2.8;3.5;2;1.3;0.5;0.7;2.2;7.8
174;Danuel House Jr.;SF;29;PHI;6;0;16.5;1;2.7;0.375;0.3;1.7;0.2;0.7;1;0.667;0.438;0.3;0.7;0.5;0.5;1.2;1.7;1;0.3;0.2;0.8;1.2;2.7
